study_id,site_id,site_name,country,investigator,enrollment_score,quality_norm,screen_fail_score,query_score,deviation_score,activation_score,composite_rank_score,rank_within_study,performance_tier
BIO-2024-610,SITE-1062,Medical Research Clinic - South Africa,South Africa,Dr. Yamamoto,0.3267148014440433,0.47619047619047616,0.6047516198704104,0.5510204081632653,1.0,0.7724137931034483,0.5775239791145022,30,Good
BIO-2024-610,SITE-1011,National Medical Center - Australia,Australia,Dr. Williams,0.24007220216606498,0.5295815295815296,0.3131749460043197,0.9387755102040817,0.875,0.9172413793103449,0.5767010628201169,31,Good
BIO-2024-610,SITE-1012,General Hospital - United States,United States,Dr. Yamamoto,0.34476534296028877,0.6421356421356421,0.5205183585313176,0.6394557823129252,0.75,0.7517241379310344,0.5762869990869405,32,Good
BIO-2024-610,SITE-1004,Medical Research Clinic - Italy,Italy,Dr. Yamamoto,0.4277978339350181,0.87012987012987,0.3801295896328293,0.8571428571428571,0.5,0.303448275862069,0.5719111271122884,33,Good
BIO-2024-610,SITE-1001,Center for Advanced Medicine - South Korea,South Korea,Dr. Fischer,0.5126353790613718,0.9350649350649348,0.4535637149028078,0.1428571428571428,0.625,0.6551724137931034,0.5639022018216329,34,Good
BIO-2024-610,SITE-1056,Community Health Network - South Korea,South Korea,Dr. Williams,0.36281588447653423,0.4963924963924964,0.36285097192224613,0.8299319727891157,0.875,0.6206896551724138,0.5622188776215785,35,Good
BIO-2024-610,SITE-1040,University Medical Center - Spain,Spain,Dr. Taylor,0.6660649819494585,0.3174603174603175,0.3909287257019437,0.653061224489796,0.75,0.5724137931034483,0.5563481808185339,36,Good
BIO-2024-610,SITE-1043,Biomedical Research Institute - Brazil,Brazil,Dr. Schmidt,0.38267148014440433,0.7619047619047619,0.468682505399568,0.5714285714285714,0.625,0.45517241379310347,0.5433327253205846,37,Below Average
BIO-2024-610,SITE-1059,Teaching Hospital - Canada,Canada,Dr. Brown,0.1931407942238267,0.862914862914863,0.4168466522678186,0.6394557823129252,0.75,0.496551724137931,0.5414687087398339,38,Below Average
BIO-2024-610,SITE-1021,Clinical Research Center - United States,United States,Dr. Johnson,0.0,0.7936507936507936,0.33693304535637136,0.7210884353741497,0.875,0.8827586206896552,0.5369592429087024,39,Below Average
BIO-2024-610,SITE-1006,Teaching Hospital - Japan,Japan,Dr. Thompson,0.259927797833935,0.6147186147186147,0.7386609071274297,0.5578231292517006,0.75,0.4137931034482759,0.5362775882039038,40,Below Average
BIO-2024-610,SITE-1007,Center for Advanced Medicine - Canada,Canada,Dr. Silva,0.1931407942238267,1.0,0.33045356371490275,0.7619047619047619,0.375,0.6551724137931034,0.5339061887782167,41,Below Average
BIO-2024-610,SITE-1048,Translational Research Hospital - United Kingdom,United Kingdom,Dr. Schmidt,0.0,0.3448773448773449,0.7602591792656587,0.7959183673469388,0.875,1.0,0.5336521009673586,42,Below Average
BIO-2024-610,SITE-1066,Regional Research Institute - Australia,Australia,Dr. Patel,0.0,0.7647907647907648,0.5723542116630669,0.6326530612244898,0.75,0.7931034482758621,0.5255195887188726,43,Below Average
BIO-2024-610,SITE-1041,Center for Advanced Medicine - United States,United States,Dr. Dubois,0.4277978339350181,0.48917748917748916,0.3563714902807775,0.6666666666666666,1.0,0.1724137931034483,0.5254820591717139,44,Below Average
BIO-2024-610,SITE-1032,Clinical Research Center - Italy,Italy,Dr. Garcia,0.16606498194945848,0.7734487734487734,0.5032397408207343,0.4625850340136054,0.875,0.4758620689655172,0.519915923298822,45,Below Average
BIO-2024-610,SITE-1037,Health Sciences Center - France,France,Dr. Anderson,0.3231046931407942,0.49927849927849927,0.7580993520518359,0.4965986394557823,0.625,0.5310344827586206,0.5156900201429032,46,Below Average
BIO-2024-610,SITE-1039,Translational Research Hospital - Argentina,Argentina,Dr. Brown,0.2996389891696751,0.6724386724386724,0.3455723542116631,0.48299319727891155,0.875,0.4758620689655172,0.5125185214002912,47,Below Average
BIO-2024-610,SITE-1009,Biomedical Research Institute - South Korea,South Korea,Dr. Tanaka,0.5342960288808665,0.3073593073593074,0.5183585313174945,0.5850340136054422,0.75,0.3517241379310345,0.508227164223622,48,Below Average
BIO-2024-610,SITE-1042,Clinical Research Center - South Korea,South Korea,Dr. Taylor,0.20216606498194947,0.8297258297258296,0.6846652267818574,0.564625850340136,0.375,0.46896551724137936,0.5070268954830903,49,Below Average
BIO-2024-610,SITE-1015,Academic Health System - Germany,Germany,Dr. O'Brien,0.33393501805054154,0.3434343434343435,0.9136069114470842,0.5510204081632653,0.625,0.37241379310344824,0.5028561004514014,50,Below Average
BIO-2024-610,SITE-1050,Academic Health System - Italy,Italy,Dr. Lee,0.2364620938628159,0.5122655122655123,0.14686825053995678,0.6938775510204082,0.875,0.8275862068965517,0.5016891168425164,51,Below Average
BIO-2024-610,SITE-1017,General Hospital - Spain,Spain,Dr. Mueller,0.025270758122743684,0.7200577200577201,0.3066954643628509,0.9387755102040817,0.75,0.4896551724137931,0.49861539696864915,52,Below Average
BIO-2024-610,SITE-1057,Metropolitan Hospital - Brazil,Brazil,Dr. Nakamura,0.16967509025270758,0.5757575757575757,0.3758099352051836,0.40816326530612246,1.0,0.7310344827586207,0.49826971606724996,53,Below Average
BIO-2024-610,SITE-1033,University Medical Center - Canada,Canada,Dr. Petrov,0.203971119133574,0.7200577200577201,0.25485961123110146,0.6870748299319728,0.625,0.6344827586206896,0.4934927658314676,54,Below Average
BIO-2024-610,SITE-1024,Metropolitan Hospital - Germany,Germany,Dr. Thompson,0.20216606498194947,0.35930735930735935,0.427645788336933,0.7142857142857142,1.0,0.4620689655172414,0.4898996100520805,55,Below Average
BIO-2024-610,SITE-1023,National Medical Center - Australia,Australia,Dr. Rossi,0.203971119133574,0.45310245310245306,0.5572354211663066,0.7414965986394557,0.75,0.3793103448275862,0.4868541078575071,56,Below Average
BIO-2024-610,SITE-1028,Health Sciences Center - Argentina,Argentina,Dr. Dubois,0.09927797833935019,0.48773448773448774,0.3434125269978402,0.8435374149659864,0.75,0.7379310344827585,0.486701986874585,57,Below Average
BIO-2024-610,SITE-1055,University Medical Center - Spain,Spain,Dr. Fischer,0.2833935018050542,0.58008658008658,0.17494600431965435,0.40136054421768697,1.0,0.5655172413793104,0.4798633978871118,58,Below Average
BIO-2024-610,SITE-1035,Institute of Clinical Sciences - Italy,Italy,Dr. Kim,0.19855595667870038,0.4617604617604617,0.6457883369330454,0.5374149659863945,0.625,0.6275862068965516,0.4759801976493386,59,Below Average
BIO-2024-610,SITE-1013,Teaching Hospital - Canada,Canada,Dr. Lopez,0.14620938628158844,0.378066378066378,0.673866090712743,0.33333333333333326,0.875,0.7448275862068965,0.4689782944112738,60,Below Average
BIO-2024-610,SITE-1008,Regional Research Institute - Japan,Japan,Dr. Brown,0.37184115523465705,0.35930735930735935,0.3023758099352052,0.34013605442176875,0.75,0.7931034482758621,0.4530088851512684,61,Below Average
BIO-2024-610,SITE-1034,Community Health Network - South Korea,South Korea,Dr. Lopez,0.5072202166064982,0.5108225108225108,0.3542116630669546,0.6122448979591837,0.375,0.18620689655172418,0.4488087301252199,62,Below Average
BIO-2024-610,SITE-1038,Comprehensive Care Center - Germany,Germany,Dr. Johnson,0.2833935018050542,0.5151515151515151,0.26133909287257007,0.8299319727891157,0.375,0.4896551724137931,0.4427848555721987,63,Below Average
BIO-2024-610,SITE-1031,Medical Research Clinic - United Kingdom,United Kingdom,Dr. Williams,0.23104693140794225,0.27849927849927847,0.7710583153347732,0.29931972789115635,0.5,0.8482758620689655,0.43384588124262724,64,Below Average
BIO-2024-610,SITE-1049,National Medical Center - South Africa,South Africa,Dr. Schmidt,0.0,0.3896103896103895,0.5161987041036717,0.5918367346938775,0.875,0.5103448275862069,0.426411876500331,65,Below Average
BIO-2024-610,SITE-1052,University Medical Center - United Kingdom,United Kingdom,Dr. Martinez,0.39350180505415167,0.37518037518037506,0.3930885529157667,0.673469387755102,0.25,0.5517241379310345,0.4260676311933467,66,Below Average
BIO-2024-610,SITE-1030,National Medical Center - South Korea,South Korea,Dr. Patel,0.0,0.5036075036075036,0.734341252699784,0.13605442176870752,0.875,0.5586206896551724,0.41839292085729174,67,Below Average
BIO-2024-610,SITE-1018,Community Health Network - Canada,Canada,Dr. O'Brien,0.0,0.6219336219336219,0.6198704103671706,0.3197278911564626,0.75,0.096551724137931,0.38748164202906243,68,Below Average
BIO-2025-373,SITE-1125,Translational Research Hospital - United States,United States,Dr. Petrov,0.6877256317689531,1.0,1.0,0.7755102040816326,1.0,0.4275862068965517,0.8310165592441383,1,Top Performer
BIO-2025-373,SITE-1126,Teaching Hospital - Canada,Canada,Dr. Johnson,0.9494584837545126,1.0,0.7537796976241901,0.653061224489796,0.625,0.6413793103448275,0.8062786902902088,2,Top Performer
BIO-2025-373,SITE-1135,University Medical Center - South Africa,South Africa,Dr. Williams,1.0,0.9567099567099566,0.8077753779697624,0.45578231292517,0.75,0.5310344827586206,0.7964790932520933,3,Top Performer
BIO-2025-373,SITE-1077,Regional Research Institute - Australia,Australia,Dr. Brown,0.5830324909747292,0.7027417027417028,0.838012958963283,0.9387755102040817,1.0,0.496551724137931,0.7524799060809207,4,Top Performer
BIO-2025-373,SITE-1090,Academic Health System - South Africa,South Africa,Dr. Fischer,0.40433212996389895,0.8066378066378065,0.6717062634989202,1.0,1.0,0.8896551724137931,0.7521320505847534,5,Top Performer
BIO-2025-373,SITE-1130,Metropolitan Hospital - France,France,Dr. Mueller,0.4548736462093863,0.9523809523809522,0.673866090712743,0.9183673469387755,1.0,0.42068965517241375,0.7350985831935062,6,Good
BIO-2025-373,SITE-1085,Medical Research Clinic - India,India,Dr. Johnson,0.2527075812274368,0.955266955266955,0.8293736501079914,0.7619047619047619,1.0,0.6275862068965516,0.7056806688518185,7,Good
BIO-2025-373,SITE-1094,Translational Research Hospital - Germany,Germany,Dr. Martinez,0.6787003610108303,0.6233766233766234,0.6263498920086392,0.5442176870748299,0.875,1.0,0.7011855517905526,8,Good
BIO-2025-373,SITE-1069,Center for Advanced Medicine - France,France,Dr. O'Brien,0.1588447653429603,1.0,0.9935205183585313,0.8843537414965986,0.75,0.6344827586206896,0.6973406061760785,9,Good
BIO-2025-373,SITE-1129,Center for Advanced Medicine - India,India,Dr. O'Brien,0.5379061371841155,0.8556998556998556,0.652267818574514,0.7074829931972789,1.0,0.37241379310344824,0.6968205065121138,10,Good
BIO-2025-373,SITE-1076,Comprehensive Care Center - South Korea,South Korea,Dr. Yamamoto,0.37364620938628157,1.0,0.3412526997840173,0.9251700680272109,0.875,0.8137931034482758,0.6960042778630823,11,Good
BIO-2025-373,SITE-1091,Medical Research Clinic - South Africa,South Africa,Dr. Dubois,0.35018050541516244,0.9595959595959596,0.6954643628509718,0.8027210884353742,0.875,0.5172413793103448,0.6871662738969689,12,Good
BIO-2025-373,SITE-1142,Center for Advanced Medicine - South Africa,South Africa,Dr. Patel,0.2184115523465704,0.8802308802308803,0.7904967602591793,0.653061224489796,1.0,0.8206896551724138,0.6792517273624064,13,Good
BIO-2025-373,SITE-1089,Medical Research Clinic - South Korea,South Korea,Dr. Mueller,0.36462093862815886,0.8354978354978354,0.9460043196544277,0.7006802721088434,0.875,0.42068965517241375,0.6785764560383388,14,Good
BIO-2025-373,SITE-1143,Community Health Network - United Kingdom,United Kingdom,Dr. O'Brien,0.5234657039711191,0.7748917748917747,1.0,0.47619047619047616,0.625,0.7103448275862069,0.6720578351583268,15,Good
BIO-2025-373,SITE-1080,Academic Health System - India,India,Dr. Thompson,0.51985559566787,0.48773448773448774,0.6263498920086392,0.8163265306122449,0.875,0.903448275862069,0.6655070874432045,16,Good
BIO-2025-373,SITE-1095,Clinical Research Center - Australia,Australia,Dr. Taylor,0.5776173285198556,0.9668109668109667,0.5442764578833692,0.2448979591836734,1.0,0.5862068965517242,0.664763377707386,17,Good
BIO-2025-373,SITE-1083,Memorial Cancer Center - South Korea,South Korea,Dr. Petrov,0.45126353790613716,0.7012987012987013,0.6198704103671706,0.7482993197278911,0.75,0.8620689655172413,0.657007980802258,18,Good
BIO-2025-373,SITE-1117,General Hospital - Argentina,Argentina,Dr. Thompson,0.42238267148014436,0.8455988455988457,0.6069114470842333,1.0,0.875,0.08965517241379306,0.6559676712938195,19,Good
BIO-2025-373,SITE-1084,Clinical Research Center - Japan,Japan,Dr. Williams,0.5,0.7734487734487734,0.3952483801295896,0.7551020408163265,1.0,0.45517241379310347,0.6477595592109524,20,Good
BIO-2025-373,SITE-1132,Medical Research Clinic - Japan,Japan,Dr. Lee,0.35018050541516244,0.6868686868686869,0.5075593952483801,0.7619047619047619,0.875,1.0,0.6465884873004992,21,Good
BIO-2025-373,SITE-1128,Memorial Cancer Center - France,France,Dr. Dubois,0.4819494584837545,0.6911976911976911,0.693304535637149,0.5578231292517006,1.0,0.4896551724137931,0.6453615698351836,22,Good
BIO-2025-373,SITE-1082,Academic Health System - Japan,Japan,Dr. O'Brien,0.42599277978339345,0.8860028860028861,0.7537796976241901,0.6598639455782314,0.625,0.5241379310344827,0.6419091117302371,23,Good
BIO-2025-373,SITE-1092,Center for Advanced Medicine - Canada,Canada,Dr. Lopez,0.45667870036101077,0.8744588744588745,0.44060475161987045,0.6190476190476191,0.75,0.7586206896551724,0.6363713745476683,24,Good
BIO-2025-373,SITE-1115,Health Sciences Center - South Africa,South Africa,Dr. Kim,0.5884476534296028,0.7445887445887446,0.6263498920086392,0.5238095238095237,0.75,0.496551724137931,0.6307087470616671,25,Good
BIO-2025-373,SITE-1121,Translational Research Hospital - Argentina,Argentina,Dr. O'Brien,0.48014440433212996,0.7474747474747474,0.44276457883369325,0.653061224489796,0.875,0.5862068965517242,0.6237756107316778,26,Good
BIO-2025-373,SITE-1113,Translational Research Hospital - Poland,Poland,Dr. Nakamura,0.5685920577617328,0.43290043290043284,0.8466522678185745,0.564625850340136,1.0,0.2827586206896552,0.6186956808132918,27,Good
BIO-2025-373,SITE-1118,National Medical Center - South Korea,South Korea,Dr. Fischer,0.6299638989169676,0.49206349206349204,0.9416846652267818,0.41496598639455784,0.5,0.7931034482758621,0.6137116157127275,28,Good
BIO-2025-373,SITE-1137,Metropolitan Hospital - South Africa,South Africa,Dr. Lee,0.5938628158844765,0.5555555555555555,0.6544276457883369,0.44217687074829937,0.75,0.7448275862068965,0.6110502511834154,29,Good
BIO-2025-373,SITE-1110,Translational Research Hospital - Poland,Poland,Dr. Lopez,0.33935018050541516,0.6507936507936507,0.4514038876889849,0.7006802721088434,1.0,0.7241379310344828,0.6102226923582065,30,Good
BIO-2025-373,SITE-1116,Regional Research Institute - Poland,Poland,Dr. Patel,0.19494584837545129,0.6363636363636364,0.8812095032397408,0.9183673469387755,0.75,0.5172413793103448,0.610169854824402,31,Good
BIO-2025-373,SITE-1075,Medical Research Clinic - Poland,Poland,Dr. Singh,0.2545126353790614,0.9985569985569984,0.18574514038876877,0.7551020408163265,0.875,0.7172413793103448,0.6074407736679638,32,Good
BIO-2025-373,SITE-1138,Center for Advanced Medicine - Brazil,Brazil,Dr. Rossi,0.44584837545126355,0.5627705627705627,0.8056155507559395,0.5306122448979591,0.625,0.8896551724137931,0.6071658930063926,33,Good
BIO-2025-373,SITE-1074,General Hospital - South Africa,South Africa,Dr. Anderson,0.5667870036101084,0.8282828282828283,0.3844492440604751,0.5850340136054422,0.625,0.5793103448275863,0.6044568396917389,34,Good
BIO-2025-373,SITE-1078,University Medical Center - South Africa,South Africa,Dr. Yamamoto,0.3231046931407942,0.5598845598845598,0.529157667386609,0.8299319727891157,1.0,0.5724137931034483,0.603857910598814,35,Good
BIO-2025-373,SITE-1073,Biomedical Research Institute - United States,United States,Dr. Taylor,0.3231046931407942,0.7893217893217892,0.6652267818574513,0.4625850340136054,0.875,0.5724137931034483,0.5963036828405597,36,Good
BIO-2025-373,SITE-1112,University Medical Center - Brazil,Brazil,Dr. Fischer,0.2870036101083033,0.7056277056277056,0.7321814254859611,0.6666666666666666,1.0,0.11724137931034484,0.5844277954065455,37,Good
BIO-2025-373,SITE-1104,Regional Research Institute - India,India,Dr. Martinez,0.30144404332129965,0.6378066378066377,0.5680345572354211,0.727891156462585,0.875,0.5586206896551724,0.5844232644118706,38,Good
BIO-2025-373,SITE-1081,Memorial Cancer Center - Australia,Australia,Dr. Dubois,0.6534296028880866,0.04184704184704188,0.8660907127429806,0.44217687074829937,0.875,0.8413793103448276,0.5833548776496048,39,Good
BIO-2025-373,SITE-1114,General Hospital - South Africa,South Africa,Dr. Mueller,0.4115523465703971,0.5339105339105339,0.5723542116630669,0.8231292517006803,0.75,0.5172413793103448,0.5832168508603026,40,Good
BIO-2025-373,SITE-1072,Regional Research Institute - Italy,Italy,Dr. Singh,0.42238267148014436,0.5151515151515151,0.3153347732181424,0.6258503401360545,1.0,0.7655172413793103,0.5763554620413998,41,Good
BIO-2025-373,SITE-1105,Community Health Network - Germany,Germany,Dr. Petrov,0.38086642599277976,0.4574314574314574,0.6868250539956804,0.5782312925170068,1.0,0.4758620689655172,0.5740475568579412,42,Good
BIO-2025-373,SITE-1102,Metropolitan Hospital - South Korea,South Korea,Dr. Petrov,0.007220216606498195,0.7763347763347763,0.8056155507559395,0.7142857142857142,1.0,0.3793103448275862,0.5729882336575864,43,Good
BIO-2025-373,SITE-1098,Teaching Hospital - United Kingdom,United Kingdom,Dr. Schmidt,0.0,1.0,0.509719222462203,0.7346938775510203,0.875,0.5310344827586206,0.5710154132778457,44,Good
BIO-2025-373,SITE-1144,Health Sciences Center - Argentina,Argentina,Dr. Lopez,0.38267148014440433,1.0,0.6544276457883369,0.4625850340136054,0.375,0.4896551724137931,0.5684352892477718,45,Good
BIO-2025-373,SITE-1120,Biomedical Research Institute - Australia,Australia,Dr. Thompson,0.38086642599277976,0.8080808080808081,0.47300215982721383,0.564625850340136,0.875,0.24137931034482762,0.5678649006739418,46,Good
BIO-2025-373,SITE-1086,Clinical Research Center - India,India,Dr. Petrov,0.4205776173285199,0.6248196248196247,0.6565874730021599,0.5510204081632653,0.75,0.40689655172413797,0.5644391666432824,47,Good
BIO-2025-373,SITE-1146,National Medical Center - Australia,Australia,Dr. Garcia,0.12274368231046932,0.47763347763347763,0.613390928725702,0.6938775510204082,1.0,0.9103448275862069,0.5633373708248501,48,Good
BIO-2025-373,SITE-1096,University Medical Center - Japan,Japan,Dr. Lopez,0.3574007220216606,0.7186147186147186,0.3153347732181424,0.6802721088435374,0.875,0.496551724137931,0.563319328951404,49,Good
BIO-2025-373,SITE-1145,Academic Health System - Argentina,Argentina,Dr. Brown,0.6010830324909747,0.6839826839826839,0.40388768898488114,0.510204081632653,0.625,0.42068965517241375,0.5600000260291519,50,Good
BIO-2025-373,SITE-1109,Regional Research Institute - Poland,Poland,Dr. Garcia,0.39711191335740076,1.0,0.1533477321814254,0.4965986394557823,0.75,0.3793103448275862,0.54720096856769,51,Below Average
BIO-2025-373,SITE-1107,General Hospital - France,France,Dr. Taylor,0.2490974729241877,0.5209235209235209,0.43844492440604743,0.6938775510204082,1.0,0.5793103448275863,0.5442384782124781,52,Below Average
BIO-2025-373,SITE-1087,Biomedical Research Institute - Canada,Canada,Dr. Yamamoto,0.010830324909747292,0.8672438672438672,0.39956803455723544,0.8367346938775511,0.875,0.503448275862069,0.5431965915276351,53,Below Average
BIO-2025-373,SITE-1093,Clinical Research Center - South Africa,South Africa,Dr. Schmidt,0.296028880866426,0.7604617604617603,0.20302375809935203,0.4693877551020408,0.75,1.0,0.5394612992891675,54,Below Average
BIO-2025-373,SITE-1119,Metropolitan Hospital - South Africa,South Africa,Dr. O'Brien,0.18953068592057762,0.7417027417027416,0.07127429805615548,0.6870748299319728,1.0,0.7793103448275862,0.5374066235016706,55,Below Average
BIO-2025-373,SITE-1133,National Medical Center - Brazil,Brazil,Dr. Nakamura,0.08483754512635379,0.4862914862914863,0.5572354211663066,0.9183673469387755,0.875,0.6344827586206896,0.5345063746177169,56,Below Average
BIO-2025-373,SITE-1088,Clinical Research Center - Poland,Poland,Dr. Lee,0.5252707581227437,0.31024531024531027,0.5809935205183585,0.6258503401360545,0.875,0.23448275862068968,0.5290916065399789,57,Below Average
BIO-2025-373,SITE-1123,Translational Research Hospital - Canada,Canada,Dr. Fischer,0.31227436823104693,0.5281385281385281,0.6997840172786177,0.6190476190476191,0.5,0.6965517241379311,0.526176215548196,58,Below Average
BIO-2025-373,SITE-1097,Academic Health System - Australia,Australia,Dr. Kim,0.09205776173285199,0.6522366522366522,0.755939524838013,0.5578231292517006,0.875,0.3931034482758621,0.5210865138215867,59,Below Average
BIO-2025-373,SITE-1101,Teaching Hospital - United States,United States,Dr. Patel,0.17689530685920576,0.4617604617604617,0.5226781857451404,0.6666666666666666,0.75,0.9310344827586207,0.5205810952045269,60,Below Average
BIO-2025-373,SITE-1103,Institute of Clinical Sciences - India,India,Dr. Dubois,0.18050541516245489,0.7864357864357863,0.44276457883369325,0.5782312925170068,0.875,0.3172413793103448,0.5185370297114105,61,Below Average
BIO-2025-373,SITE-1108,Community Health Network - Brazil,Brazil,Dr. Patel,0.11010830324909747,0.5194805194805195,0.263498920086393,1.0,0.875,0.6551724137931034,0.5177152591006475,62,Below Average
BIO-2025-373,SITE-1134,Biomedical Research Institute - Germany,Germany,Dr. Mueller,0.27617328519855594,0.3578643578643579,0.5680345572354211,0.45578231292517,1.0,0.6413793103448275,0.5083266544310819,63,Below Average
BIO-2025-373,SITE-1136,Medical Research Clinic - United Kingdom,United Kingdom,Dr. Garcia,0.6173285198555957,0.15295815295815293,0.3844492440604751,0.782312925170068,0.625,0.5448275862068965,0.5081708445608006,64,Below Average
